Device ID,Name,Version
11706,Android,11
10981,Android,11
10980,Android,11
10679,Android,11
10680,Android,11
10682,Android,11
11659,Android,11
10618,Android,10
10490,Android,10
10016,Android,10
10017,Android,10
10018,Android,10
10019,Android,10
10042,Android,9.0
9842,Android,9.0
9843,Android,9.0
10108,Android,8.1
9837,Android,9.0
9510,Android,8.1
9511,Android,8.1
9985,Android,8.1
9574,Android,8.1
9291,Android,8.1
9012,Android,7.1
9004,Android,8.0
9084,Android,7.1
9085,Android,8.0
9086,Android,8.1
8989,Android,7.1
9093,Android,8.1
9094,Android,8.1
8844,Android,7.1
8832,Android,7.1
8843,Android,7.1
8569,Android,7.1
8377,Android,6.0
8298,Android,6.0
8205,Android,5.1
8157,Android,6.0
8449,Microsoft Windows,10
7896,Android,6.0.1
7897,Android,6.0.1
8167,Android,5.1
8230,Android,5.1
7776,Android,5.1
7720,Android,5.1.1
7570,Android,5.1
7190,Android,4.4.4
7234,Android,4.4.2
7081,Android,5.0.2
7080,Android,5.0.2
7098,Android,4.4.2
7097,Android,5.0
7096,Android,4.4.2
7095,Android,4.4.2
6936,Android,5.0.1
6934,Android,4.4.2
6933,Android,4.2.2
6979,Firefox,2.0
6774,Android,4.4.2
6773,Android,4.4.2
6732,Android,4.4.2
6712,Firefox,1.3
6657,Android,4.4
6656,Android,4.4.2
7154,Android,4.4.2
7153,Android,4.4.2
6655,Android,4.4.2
6654,Android,4.4.2
6653,Android,4.4.2
6619,Android,4.2
6599,Android,4.4.2
6516,Android,4.2
6153,Android,4.3
6152,Android,4.4.2
6151,Android,4.3
6139,Firefox,1.3
6138,Firefox,1.3
6134,Android,4.3
6130,Android,4.2
6135,Android,4.3
6131,Android,4.3
6132,Android,4.2.2
5937,Android,4.2.1
5938,Android,4.2
5741,Android,4.2
5740,Android,4.1
5693,Android,4.2
5692,Android,4.2
5687,Android,4.2
5691,Android,4.2
5671,Android,4.2
5672,Android,4.2.2
5668,Android,4.2
5669,Android,4.2
5449,Android,4.0.3
5681,Android,2.3
5318,Android,4.2.1
5319,Firefox,1.0
5332,Android,4.1.2
5231,Android,4.1
5230,Android,4.1
5229,Android,2.3
5228,Android,4.1
5242,Android,4.1
5226,Android,4.1
5218,Android,4.1
5139,Android,2.3
5110,Android,4.0
5165,Android,4.0
5080,Android,2.3.5
4663,Android,2.3.6
4661,Android,2.3
4659,Android,2.3.5
4528,Android,2.3.5
12558,iOS,17
12559,iOS,17
11773,iOS,16
11860,iOS,16
11862,iOS,16
11861,iOS,16
11410,iOS,15.4
11089,iOS,15
11102,iOS,15
11103,iOS,15
11104,iOS,15
10237,iOS,14.1
10508,iOS,14.1
10509,iOS,14.1
10510,iOS,14.1
10170,iOS,13
9846,iOS,13
9847,iOS,13
9848,iOS,13
9319,iOS,12
9318,iOS,12
9320,iOS,12
8858,iOS,11.1.1
8131,iOS,11
8573,iOS,11
8065,iOS,10.0.1
8064,iOS,10.0.1
7969,iOS,9.3.2
7243,iOS,9
7242,iOS,9
6665,iOS,8
6378,iOS,8
5685,iOS,7
5690,iOS,7
5070,iOS,6
5061,iOS,6
4910,iOS,6
4212,iOS,5
3275,iOS,4
3716,iOS,4
12380,Android,13
11656,Android,12
10892,Android,11
10893,Android,11
10393,Android,10
10379,Android,10
10296,Android,10
10328,Android,10
9770,Android,9.0
9698,Android,9.0
9634,Android,8.0
9633,Android,8.0
9410,Android,8.1
9373,Android,8
9372,Android,8.0
9224,Android,8.1
9194,Android,8.0
9173,Android,8.1
9096,Android,8.0
9061,Android,8.0
9068,Android,7.1.1
9097,Android,8
8953,Android,7
8866,Android,7
8783,Android,7.1.1
8782,Android,7.1.1
8892,Android,7
8862,Android,7.0
8808,Android,7
8784,Android,7.0
8811,Android,7
8814,Android,7
8810,Android,7
8749,Android,7
8801,Android,7.0
8681,Android,6
8579,Android,6.0
8550,Android,7
8502,Android,7
8509,Android,6.1
8503,Android,5.1
8493,Android,6.0
8467,Android,6.0
8425,Android,6.0.1
8384,Android,6.1
8218,Android,6.0
8207,Android,6.0.1
8206,Android,6.1
8197,Android,6.1
8156,Android,6.0.1
8130,Android,6.1
8129,Android,6.1
8106,Android,6.0.1
8111,Android,6.0.1
8262,Android,6
8097,Android,5.1
8095,Android,5.1
8045,Android,4.4
8048,Android,5.1
7866,Android,5.1
7733,Android,5
7577,Android,5.0
7368,Android,5.1
7476,Android,5.0.1
7475,Android,5.0
7479,Android,5.0
7757,Android,5.0
7477,Android,5.0
7478,Android,5.0
7474,Android,5.0
7473,Android,5.0
7444,Android,5.0
7378,Android,5.1.1
7255,Android,5.0
7256,Android,5.0
7261,Android,5.0
7044,Android,5.0
7120,Android,5.0
6917,Android,5.0
7045,Android,5.0.1
6982,Android,4.4.2
6953,Android,4.4
6918,Android,5.0
6897,Android,4.4
6737,Android,4.4.2
6630,Android,4.4.2
6629,Android,4.4.2
6429,Android,4.4.2
6428,Android,4.4.2
6414,Android,4.4.2
6413,Android,4.4.2
6412,Android,4.4.2
6394,Android,4.3
6519,Android,4.4.2
6238,Android,4.4.2
6120,Android,4.1
6853,Android,4.3
5953,Android,4.3
7160,Android,4.3
5952,Android,4.3
5891,Android,4.3
5706,Android,4.2.2
5675,Android,4.2.2
5674,Android,4.2
5494,Android,4.2
5329,Android,4.1
5328,Android,4.1.2
5249,Android,4.1
5091,Android,4.1
5017,Android,4.0
4850,Android,4.1.2
4422,Android,4.0.1
3965,Android,4.0
12603,Android,13
12459,Android,13
12458,Android,13
12457,Android,13
12456,Android,13
12153,Android,12
12102,Android,12
11830,Android,11
11829,Android,11
11828,Android,11
11757,Android,11
11716,Android,11
11715,Android,12
11673,Android,11
11672,Android,11
11643,Android,11
11509,Android,11
11368,Android,11
11348,Android,11
11319,Android,11
11318,Android,11
11258,Android,11
11096,Android,11
11095,Android,11
11094,Android,11
11073,Android,11
10934,Android,11
10935,Android,10
10781,Android,10
10745,Android,10
10741,Android,10
10730,Android,10
10729,Android,10
10731,Android,10
10732,Android,10
10607,Android,10
10535,Android,10
10537,Android,10
10538,Android,10
10540,Android,10
10539,Android,10
10470,Android,10
10453,Android,10
10403,Android,10
10359,Android,10
10313,Android,10
10312,Android,10
10160,Android,8.1
10107,Android,8.1
10106,Android,8.1
10105,Android,8.1
10047,Android,9.0
10046,Android,9.0
10045,Android,9.0
9967,Android,8.1
9930,Android,8.1
9929,Android,8.1
9855,Android,9.0
9877,Android,9.0
9876,Android,9.0
9718,Android,9.0
9597,Android,8.1
9542,Android,8.1
9482,Android,9.0
9470,Android,8.1
9360,Android,8.1
9325,Android,8.1
9314,Android,8.1
9307,Android,8.1
9302,Android,8.1
9301,Android,8.1
9277,Android,8.1
9254,Android,8.1
9253,Android,8.1
9223,Android,7.0
9184,Android,7.0
9165,Android,8.0
9154,Android,7.1
9146,Android,6.0
9131,Android,7.1.2
9072,Android,7.0
9064,Android,7.0
9063,Android,7.1.1
9007,Android,7.0
8835,Android,7.0
8621,Android,6.0
7892,Android,5.1
7558,Android,5.1
7523,Android,5.0
6928,Android,4.4.2
6927,Android,4.4.2
6925,Android,4.4.2
6924,Android,4.4.2
6900,Android,4.4.2
6899,Android,4.4.2
6838,Android,4.4.2
6835,Android,4.4.2
6669,Microsoft Windows Phone,8.1
6565,Android,4.4.2
6567,Android,4.4.2
6406,Android,4.2.2
6405,Android,4.2.2
6346,Android,4.2.2
6330,Android,4.2
6277,Android,4.2
6276,Android,4.2
6244,Android,4.2
6243,Android,4.2
6242,Android,4.2
6041,Android,4.2
5986,Android,4.2
5957,Android,4.2
5956,Android,4.2
5955,Android,4.2.1
5954,Android,4.2
5935,Android,4.2
5920,Android,4.2
5909,Android,4.2
5908,Android,4.2
5873,Android,4.2
5761,Android,4.2
5661,Android,4.2
5660,Android,4.2
5662,Android,2.3
5593,Android,4.2
5489,Android,4.0
5458,Android,4.1.2
5459,Android,4.1.2
5460,Android,4.1
5411,Android,2.3
5360,Android,4.2
5358,Android,4.2
5359,Android,4.2
5295,Android,4.1
5282,Android,4.0
5281,Android,4.0
5209,Android,4.2
5208,Android,2.3
5206,Android,4.0
5205,Android,4.0
5202,Android,4.0
5201,Android,4.0
5023,Android,4.2
4947,Android,2.3
4946,Android,2.3
4901,Android,4.0
4370,Android,2.3
4224,Android,2.2
3548,Android,2.2
12454,Android,12
12269,Android,13
12522,Android,13
12523,Android,13
11948,Android,12
11642,Android,12
10790,Android,10
10681,Android,10
10529,Android,10
10594,Android,10
10357,Android,10
10593,Android,9.0
10592,Android,9.0
10595,Android,9.0
10297,Android,10
9965,Android,9
9924,Android,8.1
9797,Android,9
9735,Android,9.0
9734,Android,9
9487,Android,8.1
9179,Android,8.1
9119,Android,8.0
9102,Android,8.0
9071,Android,7.x
8990,Android,8.0
8908,Android,8.0
8885,Android,8.0
8630,Android,7.1
8519,Android,7.0
8518,Android,6.0
8404,Android,7.0
8444,Android,6.0
8277,Android,6.0
8884,Android,6.0
8297,Android,6.0
8276,Android,6.0
8633,Android,5.1.1
8128,Android,5.1
8086,Android,5
8066,Android,6.0
8072,Android,6.0
8031,Android,6.0.1
7884,Android,6.0.1
7942,Android,6.0
7941,Android,6.0
7940,Android,6.0
8348,Android,5.1
7836,Android,6.0
7758,Android,5.1
7731,Android,5.1
7753,Android,5.1.1
7627,Android,5
7592,Android,5.0
7591,Android,5.2
7576,Android,6.0
7418,Android,5.1.1
7419,Android,5.1
7275,Android,5.2
7267,Android,4.4.2
7194,Android,4.4.2
6977,Android,5.2
7165,Android,5
7111,Android,5
7310,Android,5
6891,Android,5.0
7115,Android,4.4.4
7183,Android,4.4.2
6968,Android,4.4.4
6947,Android,4.4.2
6921,Android,5.0.1
6913,Android,4.4.2
6841,Android,4.4.4
6830,Android,4.4.4
6736,Android,4.4.2
6713,Android,4.4.4
6715,Android,4.4.4
6719,Android,4.4.2
6854,Android,4.4.2
6637,Android,4.4.2
6636,Android,4.4.2
6621,Android,4.4.2
6608,Android,4.4.2
6589,Microsoft Windows Phone,8.1.1
6588,Microsoft Windows Phone,8.1.1
6581,Android,4.4.2
6528,Android,4.4.2
6483,Android,4.4.2
6463,Android,4.2.2
6397,Android,4.4.2
6345,Android,4.4.2
6234,Android,4.2.2
6316,Android,4.2.2
6233,Android,4.4.2
6074,Android,4.4.2
6009,Android,4.2.2
6487,Android,4.4.2
6073,Android,4.4.2
6160,Android,4.4.2
5907,Android,4.1
6552,Android,4.1.2
5870,Android,4.1.2
5871,Android,4.2.2
5704,Android,4.3
5666,Android,4.1.2
5667,Android,4.2.2
5623,Android,4.1.2
5505,Android,4.2.2
5547,Microsoft Windows Phone,8
5537,Android,4.2.2
5536,Android,4
5465,Android,4.1.2
5395,Android,4.1
5498,Android,4.1.2
5313,Android,4.1.2
5261,Android,4.0
5118,Android,4.1.1
5113,Android,4.1
5106,Android,4.0.4
5105,Android,4.0.4
5100,Android,4.0.4
5016,Android,4.0
4976,Android,4.1.1
5104,Microsoft Windows Phone,8
4975,Microsoft Windows Phone,8
5000,Microsoft Windows Phone,8
4980,Android,4.0
4979,Android,4.0
4951,Android,4.0
4830,Android,4.0
5861,Android,4.0
4829,Android,4.0
4805,Android,4.0
4759,Android,4.0
4997,Android,4.0.4
4744,Android,4.0.3
4665,Android,4.0.3
4977,Android,4.0
4320,Android,4.0
4614,Android,4.0
4572,Android,4.0
4836,Android,4.0
4574,Android,4.0
4575,Android,4.0.3
4525,Android,2.3
4435,Android,2.3.7
4099,Android,2.3.4
4302,Android,2.3.4
4202,Android,2.3.4
4161,Android,2.3
4102,Android,2.3
4097,Android,2.3.4
3958,Android,2.3.4
4132,Android,2.3.4
4285,Android,2.3.4
4196,Android,2.3
4164,Android,2.3.4
4027,Microsoft Windows Phone,7.5
4131,Microsoft Windows Phone,7.5
4070,Android,2.3
4022,Android,2.3
3964,Microsoft Windows Phone,7
3938,Android,2.2
3922,Android,2.3
3901,Android,2.3
3875,Android,2.3.4
3895,Android,2.3
3887,Microsoft Windows Phone,7
3739,Android,2.2
3788,Android,2.2
3776,Android,2.3
3777,Android,2.3
3786,Android,2.3
3787,Android,2.3
3829,Android,2.3.3
3953,Android,2.3.3
3896,Android,2.4
3706,Android,2.2
3703,Android,2.2
3702,Android,2.2
3585,Android,2.2
3338,Microsoft Windows Phone,7
3576,Microsoft Windows Phone,7
3557,Microsoft Windows Phone,7
3530,Microsoft Windows Phone,7
3118,Microsoft Windows Phone,7
3556,Microsoft Windows Phone,7
3468,Android,2.2
3421,Android,2.2
5058,Android,2.3.4
3392,Android,2.1
3577,Android,2.1
3337,Android,2.1
3163,Microsoft Windows Mobile,6.5.3
3077,Android,2.1
3141,Android,2.1
3069,Android,2.1
3427,Android,2.1
12720,HarmonyOS,4.0
12648,HarmonyOS,4.0
12585,HarmonyOS,4.0
12530,HarmonyOS,4.0
12259,EMUI,12
12020,HarmonyOS,2.0
11918,EMUI,12
11858,HarmonyOS,3.0
11856,EMUI,13
11641,HarmonyOS,2.0
11489,EMUI,12
11247,HarmonyOS,2.0
11328,Android,10
11177,HarmonyOS,2.0
11120,HarmonyOS,2.0
11121,HarmonyOS,2.0
11048,Android,11
11030,Android,10
10755,Android,10
10642,Android,10
10645,Android,10
10652,Android,10
10579,Android,10
10551,Android,10
10550,Android,10
10555,Android,10
10519,Android,10
10546,Android,10
10475,Android,10
10429,Android,10
10417,Android,10
10418,Android,10
10299,Android,10
10252,Android,10
10292,Android,10
10249,Android,10
10236,Android,10
10219,Android,10
10231,Android,10
10227,Android,9.0
10222,Android,10
10223,Android,10
10212,Android,9.0
10203,Android,10
10204,Android,10
10205,Android,10
11010,Android,10
10153,Android,10
10112,Android,9.0
10073,Android,9.0
10074,Android,9.0
10012,Android,9.0
9799,Android,9.0
9956,Android,9.0
9922,Android,9.0
9933,Android,9.0
9905,Android,9.0
9887,Android,10
9880,Android,10
9885,Android,10
9881,Android,10
9886,Android,10
9765,Android,9.0
9830,Android,9.0
9803,Android,9.0
9823,Android,9.0
9747,Android,9.0
9746,Android,9.0
9728,Android,9.0
9742,Android,9.0
9694,Android,9.0
9705,Android,9.0
9635,Android,9.0
9530,Android,9.0
9545,Android,9.0
9627,Android,9.0
9675,Android,9.0
9645,Android,9.0
9644,Android,9.0
9643,Android,8.1
9668,Android,9.0
9576,Android,9.0
9620,Android,9.0
9625,Android,8.1
9531,Android,8.1
9500,Android,8.1
9501,Android,8.1
9409,Android,9.0
9466,Android,8.1
9368,Android,9.0
9369,Android,9.0
9343,Android,9.0
9367,Android,9.0
9324,Android,8.1
9284,Android,8.1
9272,Android,9.0
9632,Android,8.1
9267,Android,8.1
9209,Android,8.1
9196,Android,8.0
9502,Android,8.0
9162,Android,8.0
9141,Android,8.1
9106,Android,8.1
9107,Android,8.1
9098,Android,8.0
9188,Android,8.0
9114,Android,8.0
9265,Android,8.0
9112,Android,8.0
9092,Android,8.0
8961,Android,8.0
8943,Android,8.0
8899,Android,8.0
8854,Android,8.0
8877,Android,8.0
8857,Android,7.0
8833,Android,7.0
8632,Android,7.0
8715,Android,7.0
8637,Android,7.0
8703,Android,7.0
8672,Android,7.0
8663,Android,5.1
8578,Android,7.0
8635,Android,6.0
8687,Android,7.0
8695,Android,6.0
8640,Android,6.0
8686,Android,6.0
8515,Android,7.0
8514,Android,7.0
8598,Android,7.0
8516,Android,7.0
8458,Android,6.0
8396,Android,7.0
8415,Android,7.0
8073,Android,7.0
8402,Android,6.0
8315,Android,6.0
8312,Android,6.0.1
8284,Android,6.0.1
8302,Android,5.1
8301,Android,6
8285,Android,6.0
8138,Android,4.4.2
8084,Android,5.1.1
8037,Android,5.1
8036,Android,5.1
7983,Android,6.0
7745,Android,6
7972,Android,6.0
7793,Android,5.1.1
7239,Android,6.0
7744,Android,5.1
7647,Android,5.1.1
7588,Android,6.0
7533,Android,5.1.1
7440,Android,5.1
7309,Android,5.1
7829,Android,5.1
7206,Android,4.4.2
7279,Android,4.4.4
7201,Android,5.0.2
7200,Android,5.0.2
7006,Android,4.4.2
7187,Android,4.4
7075,Android,5
7076,Android,4.4.2
7077,Android,4.4.4
6909,Android,4.4
6908,Android,4.4
6896,Android,4.4
6869,Android,4.4
7308,Android,4.4.4
6705,Android,4.3
6677,Android,4.4.2
6676,Android,4.4.2
6646,Android,4.4.2
6543,Android,4.4.2
6678,Android,4.3
6499,Android,4.3
6493,Android,4.2
6124,Android,4.4.2
6332,Android,4.3
6290,Android,4.2
6278,Android,4.2
6168,Android,4.3
6136,Android,4.3
6137,Android,4.2.2
6129,Android,4.2.2
6103,Android,4.3
5981,Android,4.3
5979,Android,4.2.2
5949,Android,4.3
5936,Android,4.2
5921,Android,2.3
5840,Android,4.1.2
5910,Android,4.2
5485,Microsoft Windows Phone,8
5633,Android,4.2
5699,Android,4.2
5632,Android,4.1
5698,Android,4.1.2
5539,Android,4.1
5467,Android,4.2.2
5386,Android,4.1
5382,Android,4.0
5365,Android,2.3.6
5267,Android,4.1.2
5257,Android,4.0
5327,Android,4.1
5648,Android,4.1
5439,Android,4.0
5065,Microsoft Windows Phone,8
5237,Android,4.1
5164,Android,4.1
5250,Android,4.1
5141,Android,4.0.4
5112,Android,4.0
5077,Android,2.3
5068,Android,2.3.6
5022,Android,4.0
5020,Android,2.3
4963,Android,4.0.4
4966,Android,4.0
4882,Android,4.0.4
4839,Android,2.3
4838,Android,2.3
5383,Android,4.0.4
4594,Android,2.3
4410,Android,4.0
5002,Android,4.0
4570,Android,4.0
4569,Android,4.0
4568,Android,4.0
4409,Android,4.0
4381,Android,2.3.3
4264,Android,3.2
4265,Android,3.2
4260,Android,2.2
4234,Android,2.2
4109,Android,2.3.4
4057,Android,2.3
4226,Android,2.3
4204,Android,2.2
3789,Android,2.2
3595,Android,2.2
3596,Android,2.2
3840,Android,2.3
3513,Android,2.2
3451,Android,2.1
11924,Android,12
11822,Android,12
11498,Android,12
11473,Android,11
12476,Android,13
12052,Android,12
12521,Android,13
11747,Android,12
11394,Android,12
12008,Android,11
10972,Android,10
10992,Android,11
10970,Android,11
10630,Android,10
10733,Android,10
10406,Android,10
10329,Android,10
9821,Android,9.0
9822,Android,9.0
9826,Android,9.0
9825,Android,9.0
9824,Android,9.0
9757,Android,9.0
9754,Android,9.0
9711,Android,9.0
9671,Android,9.0
9655,Android,9.0
9609,Android,9.0
9490,Android,8.1
9436,Android,9.0
9489,Android,8.1
9349,Android,8.1
9375,Android,8.1
9374,Android,8.1
9371,Android,8.1
9222,Android,8.1
9226,Android,8.0
9225,Android,8.0
9144,Android,8.0
9143,Android,7.1
9116,Android,8.0
8973,Android,7.0
8942,Android,7.0
8941,Android,7.0
8834,Android,7.1.1
8850,Android,7.1.1
8794,Android,7.1.1
8603,Android,7.0
8602,Android,7.0
8559,Android,6.0.1
8423,Android,7.0
8376,Android,6.0
8375,Android,6.0
8506,Android,6.0
8320,Android,5.1
8319,Android,6.0.1
8318,Android,6.0
8317,Android,6.0
8316,Android,6.0
8208,Android,5.1
8193,Android,6.0
8147,Android,6.0
8146,Android,6.0
8145,Android,6.0
8125,Android,6.0.1
8101,Android,5.1.1
8038,Android,6.0.1
7952,Android,6.0.1
7951,Android,6.0
7947,Android,5.1
7946,Android,5.1
7939,Android,5
7918,Android,5.1
7878,Android,5.1
7865,Android,5.1
7850,Android,5.1
7802,Android,5.1.1
7755,Android,5.1
7742,Android,5.1
7605,Android,5.0
8142,Android,5.1
7557,Android,5.0
7539,Android,5.1
7711,Android,5
7552,Android,5
7540,Android,5.1
7354,Android,5.0
7511,Android,5.1.1
7507,Android,5.1
8043,Android,4.4
7233,Android,4.4.2
7214,Android,4.4.2
7197,Android,4.4.4
7192,Android,4.4.2
7147,Android,5.2
7046,Android,5.0.2
7886,Android,5.0
7088,Android,5.0.2
7167,Android,4.4.2
7090,Android,5.0
7063,Android,4.4
6956,Android,4.4.2
8185,Android,4.4
6955,Android,4.4
6938,Android,4.4.4
6920,Android,4.4
6919,Android,4.4
6848,Android,4.4.2
6842,Android,4.4.2
6855,Android,4.4.2
6789,Android,4.4.2
6788,Android,4.4.2
6787,Android,4.3
6739,Android,4.4.4
6746,Android,4.4.2
6730,Android,4.4.2
6681,Android,4.4.2
6643,Android,4.4
6642,Android,4.4
6595,Android,4.2.2
6396,Android,4.4.2
6529,Android,4.4.2
6293,Android,4.2.2
6370,Android,4.2
6673,Android,4.2.1
6369,Android,4.2.2
6368,Android,4.2.2
6296,Android,4.2.2
6674,Android,4.4.2
6283,Android,4.2.2
6281,Android,4.2.2
6280,Android,4.2.2
6279,Android,4.2.2
6159,Android,4.2
6158,Android,4.2
6157,Android,4.2
6047,Android,4.2.2
5934,Android,4.2
5894,Android,4.2.2
5893,Android,4.2
5843,Android,4.3
5830,Android,4.0.4
5851,Android,4.2.2
5684,Android,4.2
5683,Android,4.2
5689,Android,4.2.2
5612,Android,4.1
5544,Android,4.2
5486,Android,4.2
5450,Android,4.0.4
5850,Android,4.2.2
5385,Android,4.2.1
5353,Android,4.1
5352,Android,4.1
5241,Android,4.2
5244,Android,4.1
5247,Android,4.0.3
5463,Android,4.2.1
5462,Android,4.1.2
5245,Android,4.0.4
5333,Android,4.0.4
5246,Android,2.3.6
5243,Android,4.0.4
5140,Android,4.1
5095,Android,2.3.6
5094,Android,4.0
5060,Android,4.0
4985,Android,4.0.4
4956,Android,4.0.4
4911,Android,4.0.4
4424,Android,2.3.4
4445,Android,2.3.7
10742,Android,10
10743,Android,10
10744,Android,10
10585,Android,10
10586,Android,10
10564,Android,10
10464,Android,10
10558,Android,10
10463,Android,10
10459,Android,10
10597,Android,10
10368,Android,10
10451,Android,10
10382,Android,10
10090,Android,9.0
10088,Android,9.0
10087,Android,9.0
10086,Android,9.0
9906,Android,9.0
9844,Android,9.0
9827,Android,9.0
9828,Android,9.0
9805,Android,9.0
9804,Android,9.0
9753,Android,9.0
9752,Android,9.0
9751,Android,9.0
9758,Android,9.0
9607,Android,9.0
9540,Android,9.0
9585,Android,9.0
9586,Android,9.0
9587,Android,8.1
9411,Android,8.1
9300,Android,8.1
9544,Android,8.1
9309,Android,7.1.2
9305,Android,8.1
9304,Android,8.1
9285,Android,8.1
9278,Android,7.1.2
9251,Android,8.1
9228,Android,8.1
9191,Android,8.0
9206,Android,8.1
9115,Android,8.0
9090,Android,8.0
9122,Android,7.1.2
10072,Android,8.1
9190,Android,7.1
9074,Android,7.1.2
9073,Android,7.1.2
9047,Android,7.1.2
9006,Android,7.0
8712,Android,7.1.2
8781,Android,7.0
8756,Android,7.1.1
8780,Android,7.0
8696,Android,7.0
8466,Android,7.0
8584,Android,7.0
8694,Android,7.0
8492,Android,7.0
8679,Android,7.0
8678,Android,7.0
8491,Android,7.0
8490,Android,7.0
8817,Android,6.0.1
8489,Android,6.0.1
8488,Android,6.0.1
8238,Android,7.0
8184,Android,6.0
8183,Android,6.0
8159,Android,6.0.1
8158,Android,6.0.1
8081,Android,6.0.1
8133,Android,6.0.1
8132,Android,6.0.1
8079,Android,6.0
8085,Android,6.0
7980,Android,5.1.1
8269,Android,6.0
8056,Android,6.0.1
7815,Android,6.0.1
7977,Android,6.0
7976,Android,6.0
7927,Android,6.0
7926,Android,6.0
7849,Android,5.1.1
7848,Android,5.1
7883,Android,5.1.1
7773,Android,5.1
7675,Android,5.1
7606,Android,5.1.1
7556,Android,6.0
7575,Android,5.1.1
7496,Android,5.0.2
7451,Android,5.1.1
7442,Android,5.1
7437,Android,5.1.1
7363,Android,5.1.1
7250,Android,5.0.2
7253,Android,5.1.1
7245,Android,5.0
7212,Android,5.0
7148,Android,4.4.2
7051,Android,5.0.1
7052,Android,5.0.1
7053,Android,5.0.1
7054,Android,4.4
6916,Android,5.0.1
6812,Android,4.4.2
6776,Android,4.4.2
6764,Android,4.4.2
6750,Android,4.4.4
6709,Android,4.4.2
6606,Android,4.4.2
6555,Android,4.4.2
6593,Android,4.4.2
6592,Android,4.4.2
6575,Android,4.4.2
6569,Android,4.4.2
6562,Android,4.4.2
6554,Android,4.4.2
6546,Android,4.4.2
6545,Android,4.4.2
6520,Android,4.4.2
6475,Android,4.4.2
6315,Android,4.4.2
6572,Android,4.4.2
6294,Android,4.4.2
6357,Android,4.4.2
6353,Android,4.4.2
6352,Android,4.4.2
7038,Android,4.4.2
6326,Android,4.4.2
6307,Android,4.4.2
6173,Android,4.2.2
6133,Android,4.4.2
6118,Android,4.4.2
6117,Android,4.4.2
6077,Android,4.4.2
6171,Android,4.4.2
6100,Android,4.4.2
6285,Android,4.4.2
6101,Android,4.4.2
6286,Android,4.4.2
6102,Android,4.4.2
6052,Android,4.4.2
6032,Android,4.1.2
5998,Android,4.1.2
5901,Android,4.3
5705,Android,4.4
5806,Android,4.2.2
5772,Android,4.1.2
5736,Android,4.1.2
5750,Android,4.1.2
5673,Android,4.2.2
5543,Android,4.2.2
5650,Android,4.1.2
5649,Android,4.1.2
5602,Android,4.1.2
5488,Android,4.1.2
5487,Android,4.1.2
5554,Android,2.3.6
5509,Android,4.1.2
5390,Android,4.1.2
5315,Android,4.1.2
5722,Android,4.1.2
5316,Android,4.1.2
5254,Android,4.1.2
5372,Android,4.1.2
5275,Android,4.1.2
5373,Android,4.1.2
5293,Android,4.1.2
5389,Android,4.1.2
5292,Android,4.1.2
5608,Android,4.1.2
5048,Android,4.2
5078,Android,4.0
5032,Android,4.0
5025,Android,4.0.4
5062,Android,4.0
4751,Android,4.0
4941,Android,4.1.2
5005,Android,4.0.4
4982,Android,4.0.4
4981,Android,4.0.4
4964,Android,4.0.3
4955,Android,4.0.4
4948,Android,4.0
4932,Android,4.0.4
4835,Android,2.3.6
4749,Android,2.3.7
4739,Android,4.0
4717,Android,2.3.6
4653,Android,2.3.6
4649,Android,2.3
4563,Android,4.0
4562,Android,2.3
4545,Android,2.3
4565,Android,4.0.3
4571,Android,4.0
4554,Android,2.3.5
4461,Android,2.3.6
4430,Android,2.3.5
4416,Android,2.3
4377,Android,2.3
4064,Android,2.3.7
4329,Android,2.3.5
4353,Android,2.3
4257,Android,2.3
4213,Android,2.3.5
4188,Android,2.3.5
4201,Android,2.3.4
