Device_id,SIM Type,SIM Num
11381,Nano,Dual
11380,Nano,Single
11380,Nano,Dual
11382,Nano,Single
11382,Nano,Dual
11358,Nano,Single
11358,Nano,Dual
11356,Nano,Single
11356,Nano,Dual
11077,Nano,Single
11077,Nano,Dual
11013,Nano,Single
11013,Nano,Dual
10967,Nano,Dual
11019,Nano,Dual
10959,Nano,Single
10959,Nano,Dual
10955,Nano,Dual
10838,Nano,Single
10838,Nano,Dual
10840,Nano,Single
10840,Nano,Dual
10841,Nano,Single
10841,Nano,Dual
10842,Nano,Single
10842,Nano,Dual
10843,Nano,Single
10843,Nano,Dual
10844,Nano,Dual
10700,Nano,Single
10700,Nano,Dual
10624,Nano,Single
10624,Nano,Dual
10584,Nano,Single
10584,Nano,Dual
10404,Nano,Single
10404,Nano,Dual
10460,Nano,Dual
10351,Nano,Dual
10142,Nano,Single
10142,Nano,Dual
10117,Nano,Single
10117,Nano,Dual
10143,Nano,Single
10143,Nano,Dual
9993,Nano,Dual
9988,Nano,Single
9988,Nano,Dual
9833,Nano,Single
9833,Nano,Dual
9834,Nano,Single
9834,Nano,Dual
9731,Nano,Single
9731,Nano,Dual
9652,Nano,Dual
8867,Nano,Single
8867,Nano,Dual
9603,Nano,Dual
9604,Nano,Dual
9538,Nano,Dual
9342,Nano,Dual
9364,Nano,Dual
9354,Nano,Single
9354,Nano,Dual
9178,Nano,Dual
9246,Nano,Dual
9214,Nano,Dual
9215,Nano,Dual
9216,Nano,Dual
9087,Nano,Single
9087,Nano,Dual
9058,Nano,Dual
8972,Nano,Dual
9052,Nano,Dual
9052,Micro,Dual
8513,Nano,Single
8513,Nano,Dual
8907,Nano,Dual
8522,Nano,Single
8522,Nano,Dual
8572,Nano,Single
8572,Nano,Dual
8571,Nano,Single
8571,Nano,Dual
6885,Nano,Dual
6640,Micro,Dual
6524,Micro,Dual
6383,Micro,Dual
6255,Micro,Dual
6148,Micro,Single
6148,Micro,Dual
6147,Micro,Single
6147,Micro,Dual
6067,Micro,Single
6067,Micro,Dual
12773,Nano,Dual
12773,eSIM,Dual
12784,Nano,Dual
12784,eSIM,Dual
12785,Nano,Dual
12785,eSIM,Dual
12520,Nano,Single
12520,Nano,Dual
12520,eSIM,Single
12520,eSIM,Dual
12584,Nano,Single
12584,Nano,Dual
12583,Nano,Single
12583,Nano,Dual
12189,Nano,Dual
12074,Nano,Single
12074,Nano,Dual
12024,Nano,Dual
12024,eSIM,Dual
12083,Nano,Dual
12083,eSIM,Dual
12082,Nano,Dual
12082,eSIM,Dual
12151,Nano,Single
12151,Nano,Dual
12004,Nano,Single
12004,Nano,Dual
11945,Nano,Single
11945,Nano,Dual
11803,Nano,Dual
11736,Nano,Single
11736,Nano,Dual
11633,Nano,Dual
11665,Nano,Single
11665,Nano,Dual
11600,Nano,Single
11600,Nano,Dual
11564,Nano,Dual
11439,Nano,Dual
11459,Nano,Dual
11268,Nano,Single
11268,Nano,Dual
11429,Nano,Single
11429,Nano,Dual
11403,Nano,Single
11403,Nano,Dual
11373,Nano,Single
11373,Nano,Dual
11402,Nano,Single
11402,Nano,Dual
10954,Nano,Single
10954,Nano,Dual
11244,Nano,Single
11244,Nano,Dual
11215,Nano,Single
11215,Nano,Dual
11124,Nano,Dual
11110,Nano,Dual
11062,Nano,Dual
10937,Nano,Dual
11039,Nano,Single
11039,Nano,Dual
11087,Nano,Single
11087,Nano,Dual
11041,Nano,Single
11041,Nano,Dual
11015,Nano,Dual
10996,Nano,Dual
10873,Nano,Single
10873,Nano,Dual
10948,Nano,Single
10948,Nano,Dual
10900,Nano,Dual
10848,Nano,Dual
10860,Nano,Dual
10825,Nano,Dual
10824,Nano,Dual
10469,Nano,Single
10469,Nano,Dual
10631,Nano,Single
10631,Nano,Dual
10641,Nano,Single
10641,Nano,Dual
10718,Nano,Single
10718,Nano,Dual
10753,Nano,Single
10753,Nano,Dual
10740,Nano,Dual
10578,Nano,Dual
10648,Nano,Single
10648,Nano,Dual
10663,Nano,Single
10663,Nano,Dual
10604,Nano,Single
10604,Nano,Dual
10709,Nano,Single
10709,Nano,Dual
10708,Nano,Single
10708,Nano,Dual
10603,Nano,Single
10603,Nano,Dual
10580,Nano,Single
10580,Nano,Dual
10496,Nano,Dual
10498,Nano,Dual
10377,Nano,Single
10377,Nano,Dual
10428,Nano,Single
10428,Nano,Dual
10412,Nano,Single
10412,Nano,Dual
10148,Nano,Dual
10261,Nano,Dual
10261,eSIM,Dual
10355,Nano,Dual
10355,eSIM,Dual
10338,Nano,Dual
10338,eSIM,Dual
10333,Nano,Single
10333,Nano,Dual
10335,Nano,Dual
10316,Nano,Single
10316,Nano,Dual
10314,Nano,Single
10314,Nano,Dual
10216,Nano,Dual
10239,Nano,Single
10239,Nano,Dual
10208,Micro,Dual
10157,Nano,Single
10157,Nano,Dual
10124,Nano,Dual
10149,Nano,Single
10149,Nano,Dual
10138,Nano,Single
10138,Nano,Dual
10111,Nano,Single
10111,Nano,Dual
10132,Nano,Single
10132,Nano,Dual
10079,Nano,Dual
10040,Nano,Dual
10040,eSIM,Dual
10084,Nano,Dual
10084,eSIM,Dual
10041,Nano,Dual
10041,eSIM,Dual
10080,Nano,Dual
10080,eSIM,Dual
10044,Nano,Dual
10044,eSIM,Dual
10081,Nano,Dual
10081,eSIM,Dual
10001,Nano,Single
10001,Nano,Dual
10003,Nano,Single
10003,Nano,Dual
9917,Nano,Single
9917,Nano,Dual
9999,Nano,Single
9999,Nano,Dual
9995,Nano,Single
9995,Nano,Dual
9963,Nano,Single
9963,Nano,Dual
9937,Micro,Single
9937,Micro,Dual
9899,Nano,Single
9899,Nano,Dual
9852,Nano,Single
9852,Nano,Dual
9818,Nano,Dual
9861,Nano,Dual
9795,Nano,Single
9795,Nano,Dual
9796,Nano,Single
9796,Nano,Dual
9806,Nano,Single
9806,Nano,Dual
9732,Nano,Single
9732,Nano,Dual
9788,Nano,Single
9788,Nano,Dual
9793,Nano,Single
9793,Nano,Dual
9730,Micro,Single
9730,Micro,Dual
9636,Nano,Single
9636,Nano,Dual
9588,Nano,Single
9588,Nano,Dual
9536,Nano,Single
9536,Nano,Dual
9537,Nano,Single
9537,Nano,Dual
9721,Nano,Dual
9505,Nano,Dual
9506,Nano,Dual
9508,Nano,Dual
9659,Nano,Single
9659,Nano,Dual
9646,Nano,Single
9646,Nano,Dual
9616,Nano,Single
9616,Nano,Dual
9554,Nano,Single
9554,Nano,Dual
9642,Nano,Single
9642,Nano,Dual
9579,Nano,Single
9579,Nano,Dual
9661,Nano,Single
9661,Nano,Dual
9640,Nano,Single
9640,Nano,Dual
9580,Nano,Single
9580,Nano,Dual
9432,Nano,Dual
9352,Nano,Dual
9344,Nano,Dual
9340,Nano,Single
9340,Nano,Dual
9163,Nano,Single
9163,Nano,Dual
9334,Nano,Single
9334,Nano,Dual
9397,Nano,Dual
9335,Nano,Dual
9255,Micro,Dual
9260,Nano,Dual
9220,Nano,Dual
9202,Nano,Dual
9205,Nano,Dual
9203,Nano,Dual
9204,Micro,Dual
9156,Nano,Single
9156,Nano,Dual
9155,Nano,Single
9155,Nano,Dual
9153,Micro,Single
9153,Micro,Dual
9135,Nano,Single
9135,Nano,Dual
8967,Nano,Single
8967,Nano,Dual
8966,Nano,Single
8966,Nano,Dual
8904,Micro,Dual
8790,Nano,Single
8790,Nano,Dual
8886,Nano,Single
8886,Nano,Dual
8900,Micro,Dual
8789,Nano,Dual
8505,Nano,Single
8505,Nano,Dual
8683,Nano,Single
8683,Nano,Dual
8684,Nano,Dual
8675,Nano,Dual
8561,Nano,Single
8561,Nano,Dual
8705,Nano,Single
8705,Nano,Dual
8438,Nano,Single
8438,Nano,Dual
9331,Nano,Dual
8682,Micro,Single
8682,Micro,Dual
8161,Nano,Single
8161,Nano,Dual
8523,Nano,Single
8523,Nano,Dual
8437,Nano,Dual
8397,Micro,Single
8397,Micro,Dual
8435,Nano,Dual
8335,Nano,Single
8335,Nano,Dual
8494,Nano,Single
8494,Nano,Dual
8336,Nano,Single
8336,Nano,Dual
8385,Micro,Dual
8424,Micro,Single
8424,Micro,Dual
8347,Nano,Dual
7801,Nano,Single
7801,Nano,Dual
8367,Micro,Dual
8342,Nano,Dual
8314,Nano,Single
8314,Nano,Dual
8288,Micro,Dual
8082,Nano,Single
8082,Nano,Dual
8140,Micro,Dual
8192,Micro,Dual
8186,Nano,Dual
8228,Micro,Dual
8083,Micro,Dual
8126,Micro,Dual
8046,Nano,Dual
8047,Nano,Dual
7903,Nano,Single
7903,Nano,Dual
7870,Micro,Single
7870,Micro,Dual
7869,Micro,Single
7869,Micro,Dual
7821,Nano,Single
7821,Nano,Dual
7945,Nano,Single
7945,Nano,Dual
7768,Micro,Dual
7864,Micro,Single
7864,Micro,Dual
7641,Nano,Single
7641,Nano,Dual
7759,Nano,Single
7759,Nano,Dual
7789,Nano,Single
7789,Nano,Dual
7791,Nano,Single
7791,Nano,Dual
7760,Nano,Single
7760,Nano,Dual
7760,Micro,Single
7760,Micro,Dual
7679,Micro,Dual
7648,Nano,Single
7648,Nano,Dual
7648,Micro,Single
7648,Micro,Dual
7273,Micro,Dual
7673,Micro,Single
7673,Micro,Dual
7508,Nano,Dual
7509,Nano,Dual
7506,Nano,Dual
7395,Micro,Dual
8785,Micro,Dual
7185,Micro,Single
7185,Micro,Dual
7184,Micro,Single
7184,Micro,Dual
7377,Nano,Dual
7034,Micro,Single
7034,Micro,Dual
7357,Micro,Single
7357,Micro,Dual
6907,Micro,Single
6907,Micro,Dual
7132,Nano,Dual
6879,Nano,Single
6879,Nano,Dual
6906,Nano,Single
6906,Nano,Dual
6716,Micro,Single
6716,Micro,Dual
6802,Nano,Dual
6803,Nano,Dual
6725,Micro,Dual
6790,Micro,Dual
6708,Micro,Single
6708,Micro,Dual
6749,Micro,Dual
6563,Micro,Dual
6662,Micro,Dual
6534,Micro,Single
6534,Micro,Dual
6391,Micro,Single
6391,Micro,Dual
6480,Micro,Dual
6481,Mini,Dual
6331,Micro,Dual
6289,Micro,Dual
6272,Micro,Dual
6015,Micro,Dual
5958,Mini,Single
5958,Mini,Dual
5886,Micro,Dual
5876,Mini,Dual
5862,Micro,Single
5862,Micro,Dual
5841,Micro,Single
5841,Micro,Dual
5749,Micro,Single
5749,Micro,Dual
5375,Micro,Single
5375,Micro,Dual
5419,Micro,Single
5419,Micro,Dual
5396,Micro,Single
5396,Micro,Dual
5394,Mini,Single
5394,Mini,Dual
5392,Micro,Single
5392,Micro,Dual
5391,Micro,Single
5391,Micro,Dual
5314,Micro,Single
5314,Micro,Dual
5420,Micro,Dual
5280,Mini,Single
5280,Mini,Dual
5279,Mini,Single
5279,Mini,Dual
5163,Mini,Dual
5027,Mini,Dual
4883,Mini,Dual
4777,Mini,Dual
4387,Mini,Dual
12534,Nano,Dual
12534,eSIM,Dual
12263,Nano,Dual
12263,eSIM,Dual
12264,Nano,Dual
12264,eSIM,Dual
11838,Nano,Dual
11838,eSIM,Dual
11521,Nano,Dual
11521,eSIM,Dual
11174,Nano,Dual
10851,Nano,Single
10851,Nano,Dual
10698,Nano,Single
10698,Nano,Dual
10707,Nano,Dual
10396,Nano,Single
10396,Nano,Dual
10096,Nano,Dual
10095,Nano,Single
10095,Nano,Dual
10091,Nano,Single
10091,Nano,Dual
9840,Nano,Single
9840,Nano,Dual
9543,Nano,Single
9543,Nano,Dual
9591,Nano,Single
9591,Nano,Dual
9353,Nano,Single
9353,Nano,Dual
9592,Nano,Single
9592,Nano,Dual
9268,Nano,Single
9268,Nano,Dual
9232,Nano,Single
9232,Nano,Dual
9166,Nano,Single
9166,Nano,Dual
9081,Nano,Single
9081,Nano,Dual
9082,Nano,Single
9082,Nano,Dual
8985,Nano,Single
8985,Nano,Dual
8986,Nano,Single
8986,Nano,Dual
8987,Nano,Single
8987,Nano,Dual
8804,Nano,Single
8804,Nano,Dual
8840,Nano,Single
8840,Nano,Dual
8619,Nano,Single
8619,Nano,Dual
8599,Nano,Single
8599,Nano,Dual
8593,Nano,Single
8593,Nano,Dual
8595,Nano,Single
8595,Nano,Dual
8596,Nano,Single
8596,Nano,Dual
8313,Nano,Single
8313,Nano,Dual
8113,Nano,Single
8113,Nano,Dual
8102,Nano,Single
8102,Nano,Dual
7949,Nano,Single
7949,Nano,Dual
7948,Nano,Single
7948,Nano,Dual
7957,Nano,Dual
7538,Nano,Dual
7537,Nano,Dual
7465,Nano,Dual
7466,Nano,Dual
7257,Nano,Dual
7228,Nano,Dual
7100,Nano,Dual
7060,Micro,Dual
7031,Micro,Dual
6663,Micro,Dual
6632,Nano,Dual
6489,Micro,Dual
6162,Micro,Dual
5967,Mini,Dual
5968,Micro,Dual
5541,Micro,Dual
5497,Micro,Single
5497,Micro,Dual
5148,Mini,Dual
4832,Mini,Dual
12572,Nano,Dual
12572,eSIM,Dual
12581,Nano,Dual
12581,eSIM,Dual
12776,Nano,Dual
12714,Nano,Dual
12715,Nano,Dual
12716,Nano,Dual
12697,Nano,Dual
12689,Nano,Dual
12684,Nano,Dual
12388,Nano,Dual
12388,eSIM,Dual
12389,Nano,Dual
12389,eSIM,Dual
12582,Nano,Dual
12470,Nano,Dual
12245,Nano,Dual
12134,Nano,Dual
12257,Nano,Dual
12258,Nano,Dual
12218,Nano,Dual
12209,Nano,Dual
12181,Nano,Dual
12197,Nano,Dual
12124,Nano,Dual
12188,Nano,Dual
12072,Nano,Dual
12072,eSIM,Dual
12094,Nano,Dual
12092,Nano,Dual
12063,Nano,Dual
12053,Nano,Dual
12045,Nano,Dual
12047,Nano,Dual
11953,Nano,Dual
11954,Nano,Dual
11955,Nano,Dual
11956,Nano,Dual
11887,Nano,Dual
11887,eSIM,Dual
11888,Nano,Dual
11904,Nano,Dual
11909,Nano,Dual
11906,Nano,Dual
11855,Nano,Dual
11834,Nano,Dual
11848,Nano,Dual
11832,Nano,Dual
11850,Nano,Dual
11869,Nano,Dual
11819,Nano,Dual
11762,Nano,Dual
11580,Nano,Dual
11472,Nano,Dual
11652,Nano,Dual
11551,Nano,Dual
11519,Nano,Dual
11427,Nano,Dual
11479,Nano,Dual
11487,Nano,Dual
11453,Nano,Dual
11454,Nano,Dual
11455,Nano,Dual
11449,Nano,Dual
11419,Nano,Dual
11425,Nano,Dual
11180,Nano,Dual
11372,Nano,Dual
11430,Nano,Dual
11431,Nano,Dual
11287,Nano,Dual
11285,Nano,Dual
11292,Nano,Dual
11412,Nano,Dual
11395,Nano,Dual
11396,Nano,Dual
11371,Nano,Dual
11388,Nano,Dual
11362,Nano,Dual
11357,Nano,Dual
11333,Nano,Dual
11334,Nano,Dual
11335,Nano,Dual
11336,Nano,Dual
11186,Nano,Dual
11241,Nano,Dual
11193,Nano,Dual
11159,Nano,Dual
11181,Nano,Dual
11152,Nano,Dual
11153,Nano,Dual
11137,Nano,Dual
11119,Nano,Dual
11129,Nano,Dual
11128,Nano,Dual
11134,Nano,Dual
11127,Nano,Dual
11100,Nano,Dual
11099,Nano,Dual
11101,Nano,Dual
11079,Nano,Dual
11060,Nano,Dual
11040,Nano,Dual
10949,Nano,Dual
11008,Nano,Dual
10930,Nano,Dual
10919,Nano,Dual
10857,Nano,Dual
10880,Nano,Dual
10867,Nano,Dual
10737,Nano,Dual
10777,Nano,Dual
10815,Nano,Dual
10665,Nano,Dual
10805,Nano,Dual
10714,Nano,Dual
10802,Nano,Dual
10758,Nano,Dual
10780,Nano,Dual
10662,Nano,Dual
10768,Nano,Dual
10769,Nano,Dual
10247,Nano,Dual
10770,Nano,Dual
10771,Nano,Dual
10752,Nano,Dual
10727,Nano,Dual
10728,Nano,Dual
10661,Nano,Dual
10670,Nano,Dual
10615,Nano,Dual
10616,Nano,Dual
10582,Nano,Dual
10581,Nano,Dual
10609,Nano,Dual
10599,Nano,Dual
10517,Nano,Dual
10437,Nano,Dual
10473,Nano,Dual
10480,Nano,Dual
10591,Nano,Dual
10399,Nano,Dual
10461,Nano,Dual
10415,Nano,Dual
10398,Nano,Dual
10361,Nano,Dual
10349,Nano,Dual
10350,Nano,Dual
10318,Nano,Dual
10279,Nano,Dual
10277,Nano,Dual
10278,Nano,Dual
10233,Nano,Dual
10267,Nano,Dual
10266,Nano,Dual
10202,Nano,Dual
10200,Nano,Dual
10220,Nano,Dual
10235,Nano,Dual
10217,Nano,Dual
10192,Nano,Dual
10183,Nano,Dual
10207,Nano,Dual
10159,Nano,Dual
10150,Nano,Dual
10140,Nano,Dual
10147,Nano,Dual
10126,Nano,Dual
10120,Nano,Dual
10109,Nano,Dual
10110,Nano,Dual
10055,Nano,Single
10055,Nano,Dual
10082,Nano,Single
10082,Nano,Dual
10169,Nano,Dual
10078,Nano,Dual
9991,Nano,Dual
9979,Nano,Dual
9946,Nano,Dual
9945,Nano,Dual
9936,Nano,Dual
9935,Nano,Dual
9800,Nano,Dual
9897,Nano,Dual
9892,Nano,Dual
9891,Nano,Dual
9884,Nano,Dual
9862,Nano,Dual
9812,Nano,Dual
9779,Nano,Dual
9769,Nano,Dual
9716,Nano,Dual
9759,Nano,Dual
9749,Nano,Dual
9791,Nano,Dual
9738,Nano,Dual
9720,Nano,Dual
9708,Nano,Dual
9707,Nano,Dual
9639,Nano,Dual
9498,Nano,Dual
9521,Nano,Dual
9584,Nano,Dual
9583,Nano,Dual
9507,Nano,Dual
9534,Nano,Dual
9513,Nano,Dual
9499,Nano,Dual
9382,Nano,Dual
9378,Nano,Dual
9333,Nano,Dual
9329,Nano,Dual
9293,Nano,Dual
9140,Nano,Dual
9247,Nano,Dual
8963,Nano,Dual
9237,Nano,Dual
9217,Nano,Dual
9219,Nano,Dual
9185,Nano,Dual
9067,Nano,Dual
9120,Nano,Dual
8893,Nano,Dual
9164,Nano,Dual
8959,Nano,Dual
8768,Nano,Dual
8898,Nano,Dual
8753,Nano,Dual
8818,Nano,Dual
8707,Nano,Dual
8529,Nano,Dual
8776,Nano,Dual
8582,Nano,Dual
8582,Micro,Dual
8608,Nano,Dual
8608,Micro,Dual
8439,Nano,Dual
8580,Nano,Dual
8580,Micro,Dual
8531,Nano,Dual
8531,Micro,Dual
8420,Nano,Dual
8420,Micro,Dual
8400,Nano,Dual
8014,Nano,Dual
8350,Nano,Dual
7260,Nano,Dual
8291,Nano,Dual
8291,Micro,Dual
8233,Nano,Dual
8233,Micro,Dual
8212,Nano,Dual
8212,Micro,Dual
8250,Nano,Dual
8250,Micro,Dual
8150,Nano,Dual
8150,Micro,Dual
8007,Nano,Dual
8007,Micro,Dual
7962,Nano,Dual
7962,Micro,Dual
7863,Nano,Dual
7863,Micro,Dual
7862,Nano,Dual
7862,Micro,Dual
7822,Micro,Dual
7769,Micro,Dual
6992,Micro,Dual
7480,Micro,Dual
7211,Micro,Dual
6952,Nano,Dual
6952,Micro,Dual
6944,Nano,Dual
6944,Micro,Dual
7159,Micro,Dual
6884,Micro,Dual
6373,Mini,Dual
12751,Nano,Dual
12708,Nano,Dual
12712,Nano,Dual
12613,Nano,Dual
12612,Nano,Dual
12611,Nano,Dual
12435,Nano,Dual
12428,Nano,Dual
12399,Nano,Dual
12398,Nano,Dual
12455,Nano,Dual
12157,Nano,Dual
12096,Nano,Dual
12042,Nano,Dual
12015,Nano,Dual
12006,Nano,Dual
12005,Nano,Dual
11944,Nano,Dual
11917,Nano,Dual
11698,Nano,Dual
11649,Nano,Dual
11664,Nano,Dual
11660,Nano,Dual
11958,Nano,Dual
11612,Nano,Dual
11611,Nano,Dual
11516,Nano,Dual
11379,Nano,Dual
11579,Nano,Dual
11364,Nano,Dual
11363,Nano,Dual
11243,Nano,Dual
11240,Nano,Dual
11946,Nano,Dual
11203,Nano,Dual
11083,Nano,Dual
11082,Nano,Dual
11009,Nano,Dual
10929,Nano,Dual
10914,Nano,Dual
10885,Nano,Dual
10837,Nano,Dual
10858,Nano,Dual
10798,Nano,Dual
10820,Nano,Dual
10821,Nano,Dual
10772,Nano,Dual
10613,Nano,Dual
10614,Nano,Dual
10571,Nano,Dual
10567,Nano,Dual
11728,Nano,Dual
11197,Nano,Dual
10339,Nano,Dual
10282,Nano,Dual
10281,Nano,Dual
10193,Nano,Dual
10284,Nano,Dual
10139,Nano,Dual
9955,Nano,Dual
9954,Nano,Dual
9921,Nano,Dual
9839,Nano,Dual
9780,Nano,Dual
9712,Nano,Dual
9713,Nano,Dual
9714,Nano,Dual
9692,Nano,Dual
9610,Nano,Dual
9695,Nano,Dual
9433,Nano,Dual
9347,Nano,Dual
9171,Nano,Dual
9174,Nano,Dual
9701,Nano,Dual
9161,Nano,Dual
9133,Nano,Dual
9110,Nano,Dual
9088,Nano,Dual
8971,Nano,Dual
9038,Nano,Dual
8970,Nano,Dual
8901,Nano,Dual
8896,Nano,Dual
8838,Nano,Dual
8793,Micro,Dual
8752,Nano,Dual
8746,Nano,Dual
8747,Nano,Dual
8677,Nano,Dual
8658,Nano,Dual
8615,Nano,Dual
8609,Nano,Dual
8600,Nano,Dual
8601,Nano,Dual
8562,Nano,Dual
8504,Nano,Dual
8501,Nano,Dual
8401,Nano,Dual
8387,Nano,Dual
8232,Nano,Dual
8182,Nano,Dual
8092,Nano,Dual
8067,Nano,Dual
8091,Nano,Dual
8044,Nano,Dual
7963,Nano,Dual
9152,Nano,Dual
8143,Nano,Dual
7944,Nano,Dual
7868,Nano,Dual
7868,Micro,Dual
7670,Nano,Dual
7646,Nano,Dual
7485,Nano,Dual
7485,Micro,Dual
7441,Nano,Dual
7428,Nano,Dual
7428,Micro,Dual
8244,Micro,Dual
7294,Micro,Dual
7207,Nano,Dual
7168,Micro,Dual
7116,Nano,Dual
7149,Nano,Dual
7891,Micro,Dual
7057,Mini,Dual
7058,Mini,Dual
7056,Micro,Dual
6954,Nano,Dual
6491,Micro,Dual
6492,Micro,Dual
6367,Micro,Single
6367,Micro,Dual
6381,Mini,Dual
5499,Micro,Single
5499,Micro,Dual
4597,Mini,Dual
4598,Mini,Dual
